,Year,Country.Name,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total,Country_Year
2359,2002,United States,USA,13334500000000.0,287279328,605.54,247.74,43.164,2119.322,1244.766,2476.57,36.572,26.377,5946.771,5.47,22.41,25.28,23.88,12.75,22.84,United States_2002
2360,2003,United States,USA,13708800000000.0,289815552,605.88,254.74,43.349,2158.577,1211.115,2537.209,36.43,25.157,6011.837,5.11,21.06,23.76,23.79,12.63,21.97,United States_2003
2361,2004,United States,USA,14227900000000.0,292354656,605.31,255.76,45.886,2190.331,1217.622,2596.286,36.825,27.057,6114.007,5.06,20.1,23.12,23.57,11.83,21.36,United States_2004
2362,2005,United States,USA,14703700000000.0,294993504,607.07,257.76,46.194,2214.837,1199.296,2608.477,37.244,28.473,6134.521,4.81,19.14,22.23,23.49,11.21,20.72,United States_2005
2364,2007,United States,USA,15364500000000.0,300608448,613.66,270.59,45.509,2208.712,1257.55,2551.51,38.375,29.348,6131.004,4.05,17.24,22.04,22.69,11.01,19.47,United States_2007
2365,2008,United States,USA,15319700000000.0,303486016,622.1,255.99,41.416,2174.329,1266.645,2363.676,39.847,28.165,5914.078,3.64,16.43,21.57,21.1,10.99,18.44,United States_2008
2367,2010,United States,USA,15270600000000.0,309011456,628.18,254.67,31.449,2013.304,1308.832,2250.504,41.343,30.355,5675.787,2.52,14.41,21.09,19.9,11.26,17.02,United States_2010
2369,2012,United States,USA,15849600000000.0,314043872,644.28,257.37,35.27,1684.036,1388.255,2152.124,48.883,30.13,5338.698,2.56,11.26,21.33,18.72,13.41,15.26,United States_2012
2370,2013,United States,USA,16108400000000.0,316400544,646.78,260.52,36.369,1740.833,1427.506,2184.125,54.647,30.777,5474.257,2.53,11.57,21.79,18.85,14.78,15.52,United States_2013
2371,2014,United States,USA,16482700000000.0,318673440,670.36,262.03,39.439,1734.526,1455.804,2201.176,59.753,32.109,5522.807,2.64,11.52,21.86,18.92,15.66,15.54,United States_2014
2373,2016,United States,USA,17162600000000.0,323016000,653.04,267.18,39.439,1379.744,1502.475,2246.524,51.908,27.934,5248.024,2.67,9.61,21.56,18.78,13.39,14.8,United States_2016
2375,2018,United States,USA,18140600000000.0,327096256,710.57,268.55,38.971,1283.532,1641.041,2316.811,71.008,24.128,5375.491,2.49,8.72,22.01,19.01,17.23,14.67,United States_2018
2376,1992,Uruguay,URY,35598159872.0,3154459,19.92,7.15,0.226,0.004,0.0,4.913,0.0,0.0,5.143,0.04,0.0,0.0,0.05,0.0,0.02,Uruguay_1992
2377,1993,Uruguay,URY,36471103488.0,3177734,20.59,7.28,0.226,0.0,0.0,4.214,0.0,0.0,4.439,0.04,0.0,0.0,0.05,0.0,0.02,Uruguay_1993
2378,1994,Uruguay,URY,39036334080.0,3201149,20.78,7.2,0.319,0.0,0.0,3.712,0.0,0.0,4.03,0.05,0.0,0.0,0.04,0.0,0.02,Uruguay_1994
2379,1995,Uruguay,URY,38399528960.0,3224275,20.67,7.08,0.27,0.0,0.0,4.287,0.0,0.0,4.557,0.04,0.0,0.0,0.05,0.0,0.02,Uruguay_1995
2380,1996,Uruguay,URY,40381657088.0,3247383,20.96,7.33,0.308,0.004,0.0,5.093,0.0,8.88e-16,5.405,0.05,0.0,0.0,0.05,0.0,0.02,Uruguay_1996
2381,1997,Uruguay,URY,42411769856.0,3270158,20.7,7.17,0.351,0.004,0.0,5.159,0.0,8.88e-16,5.514,0.05,0.0,0.0,0.05,0.0,0.02,Uruguay_1997
2382,1998,Uruguay,URY,44280102912.0,3291053,20.25,6.97,0.392,0.004,0.004,5.24,0.0,0.0,5.639,0.06,0.0,0.0,0.05,0.0,0.02,Uruguay_1998
2383,1999,Uruguay,URY,43167539200.0,3308005,20.45,6.81,0.354,0.004,0.04,6.284,0.0,8.88e-16,6.682,0.05,0.0,0.0,0.06,0.0,0.03,Uruguay_1999
2384,2000,Uruguay,URY,42357432320.0,3319734,20.09,6.6,0.314,0.004,0.062,4.888,0.0,0.0,5.268,0.04,0.0,0.0,0.05,0.0,0.02,Uruguay_2000
2387,2003,Uruguay,URY,37483122688.0,3323661,21.31,7.11,0.457,0.004,0.11,3.957,0.0,0.0,4.527,0.05,0.0,0.0,0.04,0.0,0.02,Uruguay_2003
2388,2004,Uruguay,URY,39270182912.0,3321486,21.88,7.46,0.267,0.004,0.194,5.1,0.0,8.88e-16,5.565,0.03,0.0,0.0,0.05,0.0,0.02,Uruguay_2004
2389,2005,Uruguay,URY,41988071424.0,3321799,22.04,7.5,0.264,0.004,0.183,5.276,0.0,8.88e-16,5.727,0.03,0.0,0.0,0.05,0.0,0.02,Uruguay_2005
2390,2006,Uruguay,URY,43607982080.0,3325403,22.79,7.92,0.262,0.007,0.213,6.115,0.0,8.88e-16,6.597,0.03,0.0,0.0,0.05,0.0,0.02,Uruguay_2006
2391,2007,Uruguay,URY,46196531200.0,3331753,22.32,7.8,0.257,0.011,0.194,5.485,0.0,0.001,5.948,0.02,0.0,0.0,0.05,0.0,0.02,Uruguay_2007
2392,2008,Uruguay,URY,49262288896.0,3340221,22.82,7.93,0.251,0.004,0.172,7.775,0.0,0.0,8.202,0.02,0.0,0.0,0.07,0.0,0.03,Uruguay_2008
2393,2009,Uruguay,URY,50283110400.0,3349676,22.41,7.94,0.417,0.004,0.121,7.405,0.0,8.88e-16,7.947,0.04,0.0,0.0,0.07,0.0,0.03,Uruguay_2009
2394,2010,Uruguay,URY,54626336768.0,3359273,21.37,7.92,0.329,0.004,0.15,5.815,0.0,0.0,6.298,0.03,0.0,0.0,0.05,0.0,0.02,Uruguay_2010
2396,2012,Uruguay,URY,59760861184.0,3378975,21.06,8.28,0.341,0.007,0.106,8.138,0.0,1.78e-15,8.592,0.02,0.0,0.0,0.07,0.0,0.02,Uruguay_2012
2397,2013,Uruguay,URY,62296862720.0,3389436,21.19,8.25,0.333,0.011,0.099,7.05,0.0,0.0,7.492,0.02,0.0,0.0,0.06,0.0,0.02,Uruguay_2013
2399,2015,Uruguay,URY,64830132224.0,3412013,21.53,7.83,0.339,0.004,0.095,6.287,0.0,0.0,6.725,0.02,0.0,0.0,0.05,0.0,0.02,Uruguay_2015
2400,2016,Uruguay,URY,65763794944.0,3424139,21.65,8.08,0.292,0.004,0.106,6.119,0.0,0.0,6.52,0.02,0.0,0.0,0.05,0.0,0.02,Uruguay_2016
2401,2017,Uruguay,URY,67467735040.0,3436645,21.33,7.99,0.322,0.004,0.121,5.716,0.0,8.88e-16,6.163,0.02,0.0,0.0,0.05,0.0,0.02,Uruguay_2017
2402,2018,Uruguay,URY,68560711680.0,3449290,20.92,7.8,0.32,0.004,0.114,6.134,0.0,0.0,6.571,0.02,0.0,0.0,0.05,0.0,0.02,Uruguay_2018
2404,1993,Uzbekistan,UZB,114918000000.0,21861974,35.38,8.66,2.37,7.387,81.55,24.311,0.0,0.0,115.617,0.43,0.09,2.0,0.26,0.0,0.51,Uzbekistan_1993
2405,1994,Uzbekistan,UZB,107242000000.0,22336202,37.76,8.17,2.101,7.478,78.153,20.247,0.0,0.001,107.98,0.35,0.09,1.9,0.22,0.0,0.47,Uzbekistan_1994
2406,1995,Uzbekistan,UZB,104616000000.0,22791034,36.82,8.05,1.545,4.21,78.285,18.624,0.0,1.42e-14,102.664,0.25,0.05,1.86,0.2,0.0,0.44,Uzbekistan_1995
2407,1996,Uzbekistan,UZB,104748000000.0,23225302,37.2,7.5,1.433,4.723,81.254,18.136,0.0,0.0,105.546,0.22,0.05,1.85,0.19,0.0,0.44,Uzbekistan_1996
2408,1997,Uzbekistan,UZB,108487000000.0,23640486,37.55,10.05,1.502,3.884,82.506,18.738,0.0,0.0,106.63,0.23,0.04,1.87,0.19,0.0,0.44,Uzbekistan_1997
2409,1998,Uzbekistan,UZB,111389000000.0,24036018,38.86,10.05,1.592,4.056,94.358,18.493,0.0,0.0,118.499,0.24,0.05,2.1,0.19,0.0,0.49,Uzbekistan_1998
2410,1999,Uzbekistan,UZB,114383000000.0,24412050,39.12,9.79,1.498,4.027,96.935,19.28,0.0,0.0,121.739,0.22,0.05,2.1,0.19,0.0,0.5,Uzbekistan_1999
2412,2001,Uzbekistan,UZB,119890000000.0,25108554,40.22,9.54,1.682,5.049,96.84,19.016,0.0,0.0,122.586,0.22,0.06,2.02,0.18,0.0,0.48,Uzbekistan_2001
2413,2002,Uzbekistan,UZB,122758000000.0,25431116,42.23,9.62,1.693,5.042,102.056,18.727,0.0,0.0,127.518,0.21,0.05,2.07,0.18,0.0,0.49,Uzbekistan_2002
2414,2003,Uzbekistan,UZB,125924000000.0,25749110,41.89,9.76,1.792,3.877,100.298,19.969,0.0,1.42e-14,125.936,0.21,0.04,1.97,0.19,0.0,0.46,Uzbekistan_2003
2416,2005,Uzbekistan,UZB,140236000000.0,26427786,42.55,10.23,2.267,4.426,95.455,14.429,0.0,0.0,116.576,0.24,0.04,1.77,0.13,0.0,0.39,Uzbekistan_2005
2417,2006,Uzbekistan,UZB,148398000000.0,26804066,44.57,10.7,2.348,4.752,97.931,14.334,0.0,0.0,119.365,0.22,0.04,1.77,0.13,0.0,0.39,Uzbekistan_2006
2418,2007,Uzbekistan,UZB,159983000000.0,27204710,44.29,11.13,2.554,5.034,98.525,13.0,0.0,0.0,119.113,0.23,0.04,1.73,0.12,0.0,0.38,Uzbekistan_2007
2419,2008,Uzbekistan,UZB,171678000000.0,27626980,46.66,11.68,2.827,4.924,102.57,12.718,0.0,0.0,123.039,0.25,0.04,1.75,0.11,0.0,0.38,Uzbekistan_2008
2420,2009,Uzbekistan,UZB,182698000000.0,28065468,45.4,12.41,2.905,5.305,86.13,11.912,0.0,0.0,106.252,0.25,0.04,1.5,0.11,0.0,0.34,Uzbekistan_2009
2421,2010,Uzbekistan,UZB,195138000000.0,28515908,46.9,13.01,2.924,5.152,85.199,10.061,0.0,0.0,103.336,0.23,0.04,1.37,0.09,0.0,0.31,Uzbekistan_2010
2422,2011,Uzbekistan,UZB,208038000000.0,28977006,47.1,13.55,2.792,5.415,95.132,9.365,0.0,0.001,112.705,0.21,0.04,1.49,0.08,0.0,0.33,Uzbekistan_2011
2423,2012,Uzbekistan,UZB,225107000000.0,29449414,47.05,13.81,2.791,5.47,98.243,8.387,0.0,1.42e-14,114.891,0.2,0.04,1.51,0.07,0.0,0.33,Uzbekistan_2012
